datetime,AlertType,cputp[0]-user,cputp[1]-system,cputp[2]-Idle,RAM[0]-total,RAM[3]-used,RAM[2]-percent,Disk[0]-total,Disk[1]-used,Disk[3]-percent,Freq[0]-used,Freq[2]-total,temp-limit2019-11-10 20:22:55.439376,RAM Memory Alert,31.2,10.9,56.9,"('8201', 'MB')","('4052', 'MB')",61.1,"('317.49', 'GB')","('140.79', 'GB')",46.8,1.04 Ghz,2.48 Ghz,26
2019-11-10 20:23:45.594613,RAM Memory Alert,37.1,17.3,44.6,"('8201', 'MB')","('4067', 'MB')",61.4,"('317.49', 'GB')","('140.79', 'GB')",46.8,0.60 Ghz,2.48 Ghz,26
2019-11-10 20:23:47.676008,RAM Memory Alert,36.7,16.4,45.7,"('8201', 'MB')","('4068', 'MB')",61.5,"('317.49', 'GB')","('140.79', 'GB')",46.8,1.95 Ghz,2.48 Ghz,26
2019-11-10 20:23:49.764718,RAM Memory Alert,37.2,16.5,45.6,"('8201', 'MB')","('4069', 'MB')",61.5,"('317.49', 'GB')","('140.79', 'GB')",46.8,0.68 Ghz,2.48 Ghz,26
2019-11-10 20:23:51.851825,RAM Memory Alert,39.3,16.1,43.2,"('8201', 'MB')","('4069', 'MB')",61.5,"('317.49', 'GB')","('140.79', 'GB')",46.8,0.84 Ghz,2.48 Ghz,26
2019-11-10 20:23:53.940931,RAM Memory Alert,67.6,19.5,12.4,"('8201', 'MB')","('4062', 'MB')",61.4,"('317.49', 'GB')","('140.79', 'GB')",46.8,1.59 Ghz,2.48 Ghz,26
2019-11-10 20:23:56.034339,RAM Memory Alert,68.3,16.5,14.4,"('8201', 'MB')","('4141', 'MB')",62.4,"('317.49', 'GB')","('140.90', 'GB')",46.8,1.64 Ghz,2.48 Ghz,26
2019-11-10 20:23:58.117959,RAM Memory Alert,67.1,18.9,12.7,"('8201', 'MB')","('4162', 'MB')",62.6,"('317.49', 'GB')","('140.84', 'GB')",46.8,1.59 Ghz,2.48 Ghz,26
2019-11-10 20:24:00.204654,RAM Memory Alert,68.0,19.3,11.8,"('8201', 'MB')","('4098', 'MB')",61.9,"('317.49', 'GB')","('140.84', 'GB')",46.8,1.60 Ghz,2.48 Ghz,26
2019-11-10 20:24:02.295407,cpu Alert,72.5,18.1,8.9,"('8201', 'MB')","('4126', 'MB')",62.1,"('317.49', 'GB')","('140.84', 'GB')",46.8,1.68 Ghz,2.48 Ghz,26
2019-11-10 20:24:04.377575,cpu Alert,70.4,15.5,12.6,"('8201', 'MB')","('4199', 'MB')",63.1,"('317.49', 'GB')","('140.95', 'GB')",46.8,1.81 Ghz,2.48 Ghz,26
2019-11-10 20:24:06.462141,cpu Alert,70.5,20.3,8.5,"('8201', 'MB')","('4166', 'MB')",62.6,"('317.49', 'GB')","('140.95', 'GB')",46.8,1.84 Ghz,2.48 Ghz,26
2019-11-10 20:24:08.548316,RAM Memory Alert,55.0,16.8,27.7,"('8201', 'MB')","('4158', 'MB')",62.6,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.84 Ghz,2.48 Ghz,26
2019-11-10 20:24:10.644040,RAM Memory Alert,37.9,16.8,43.8,"('8201', 'MB')","('4160', 'MB')",62.6,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.71 Ghz,2.48 Ghz,26
2019-11-10 20:24:12.724800,RAM Memory Alert,38.6,17.4,43.0,"('8201', 'MB')","('4159', 'MB')",62.6,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.79 Ghz,2.48 Ghz,26
2019-11-10 20:24:14.819894,RAM Memory Alert,37.0,16.5,44.4,"('8201', 'MB')","('4160', 'MB')",62.6,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.65 Ghz,2.48 Ghz,26
2019-11-10 20:24:16.906617,RAM Memory Alert,52.3,16.5,29.9,"('8201', 'MB')","('4124', 'MB')",62.2,"('317.49', 'GB')","('140.95', 'GB')",46.8,1.04 Ghz,2.48 Ghz,26
2019-11-10 20:24:18.983613,RAM Memory Alert,44.6,15.5,38.4,"('8201', 'MB')","('4090', 'MB')",61.7,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.81 Ghz,2.48 Ghz,26
2019-11-10 20:24:21.071386,RAM Memory Alert,40.0,16.6,42.9,"('8201', 'MB')","('4091', 'MB')",61.8,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.62 Ghz,2.48 Ghz,26
2019-11-10 20:24:23.164684,RAM Memory Alert,40.0,15.0,43.7,"('8201', 'MB')","('4093', 'MB')",61.8,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.90 Ghz,2.48 Ghz,26
2019-11-10 20:24:25.258204,RAM Memory Alert,37.5,16.9,44.9,"('8201', 'MB')","('4093', 'MB')",61.9,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.96 Ghz,2.48 Ghz,26
2019-11-10 20:24:27.337068,RAM Memory Alert,37.2,16.8,45.0,"('8201', 'MB')","('4095', 'MB')",61.8,"('317.49', 'GB')","('140.95', 'GB')",46.8,0.70 Ghz,2.48 Ghz,26
2019-11-10 20:24:29.416372,RAM Memory Alert,46.7,18.3,33.1,"('8201', 'MB')","('4098', 'MB')",61.9,"('317.49', 'GB')","('140.95', 'GB')",46.8,1.34 Ghz,2.48 Ghz,26
2019-11-10 20:24:31.494510,RAM Memory Alert,46.9,18.4,27.8,"('8201', 'MB')","('4100', 'MB')",61.9,"('317.49', 'GB')","('140.95', 'GB')",46.8,2.04 Ghz,2.48 Ghz,26
